#{"t_start": 1769270786.0343094, "env_id": "None"}
r,l,t
29.208919,15,1.766414
-93.333014,33,1.94563
26.050154,28,2.104117
29.169422,18,2.222756
-320.079687,43,2.461951
-599.08084,41,2.626746
29.1589,18,2.721894
29.145491,18,2.80591
29.230672,11,2.878068
-601.643841,173,3.69887
-6741.479477,300,5.073374
-6.679377,54,5.338541
29.218633,13,5.415909
-348.03,300,6.663363
-508.012942,51,6.871897
-5256.666782,154,7.621471
-4249.392014,217,8.591158
-233.037297,25,8.738531
14.256425,18,8.849257
29.208919,15,8.939939
14.137124,19,9.031707
27.9569,23,9.131881
14.017989,20,9.22341
-1552.082131,98,9.600106
-3825.725717,113,10.210301
-1519.651867,78,10.628663
-1774.652806,100,11.06078
14.973943,6,11.104723
14.975076,5,11.144162
14.956538,5,11.182599
13.654394,23,11.291036
-2350.95,123,12.873903
14.975076,5,12.908308
-936.071924,69,13.163539
-2812.996356,170,13.92435
29.208919,15,14.023459
13.544877,17,14.104956
29.151225,18,14.207782
-8162.151519,167,14.840239
-252.908041,24,14.94879
14.131607,19,15.037488
14.285407,17,15.119563
29.208919,15,15.193686
14.285407,17,15.281911
29.173311,17,15.362655
29.169422,18,15.445286
29.173311,17,15.527449
14.973943,6,15.572606
-2226.6,179,16.250237
11.688895,38,16.407531
27.92248,24,16.51688
-6297.113542,300,17.566201
-2369.73313,127,18.043886
14.975076,5,18.08339
-1770.38,105,18.483793
29.208919,15,18.557893
-6814.721473,146,19.109514
-12321.33,300,20.300902
13.533843,21,20.433882
14.975076,5,20.480868
-2942.14,80,21.666472
-4236.406933,126,22.147905
-66.411637,20,22.243444
29.1589,18,22.327735
14.240147,12,22.386029
27.913925,24,22.487034
-416.453339,34,22.631281
10.737126,27,22.738528
-6649.073898,300,23.869547
14.350706,36,24.022447
-1690.252069,87,24.361702
29.145491,18,24.456502
-2201.200468,87,24.816239
29.145499,18,24.898879
-105.714593,17,24.984735
-3571.30387,109,25.424324
-212.094513,24,25.551998
14.973943,6,25.606149
-6647.595724,300,27.052883
-4495.43,134,27.655366
-1953.517071,96,28.189666
-4139.756822,169,29.086991
-1638.587935,103,29.59444
14.334903,11,29.652648
14.257499,18,29.738618
5.383562,35,29.88504
-1632.11,83,30.194948
29.178811,17,30.274323
-320.271841,42,30.444345
19.427509,37,30.594499
14.125974,19,30.680475
-3406.6,179,34.050581
-329.894456,29,34.17303
6.435704,48,34.394614
13.29604,26,34.50869
29.169422,18,34.592778
29.173157,21,34.698057
14.285407,17,34.781419
-6066.59,118,35.228334
-125.862856,19,35.322985
3.876046,85,35.666337
23.41262,32,35.807786
11.913382,27,35.930232
-1551.484543,66,36.196458
29.17657,17,36.285219
-4410.73,300,37.452337
29.194409,18,37.544242
27.86236,25,37.659245
-15.380511,69,37.937757
-1516.968994,82,38.286238
-86.534418,21,38.394757
14.334903,11,38.460863
-11251.027381,300,39.658606
14.973943,6,39.706461
29.208919,15,39.784938
