#{"t_start": 1768863339.5236511, "env_id": "None"}
r,l,t
19305.966722,2500,17.96251
21811.893172,2500,34.254527
-65522.909644,2500,49.42277
-28587.821609,2500,64.974859
-64595.119804,2500,81.922237
19133.304767,2500,96.816161
84.216097,29,96.991764
347.833361,27,97.134788
21691.770448,2500,122.799161
-1297.476262,1026,128.230741
-67569.422045,2500,142.956859
-4007.944651,2500,159.896708
-44105.134916,2500,181.786055
-3552.839059,2500,195.29767
-3555.70607,2500,219.467999
-3554.159762,2500,244.84393
-3555.338113,2500,258.520938
-227.26312,943,270.228809
-121.225731,57,270.61851
-1740.164473,92,271.23986
477.189767,42,271.529261
21781.971588,2500,284.748538
-2707.418564,167,285.64162
567.843369,290,287.768654
1313.598241,119,288.432215
-192.481092,123,289.084023
-2889.677693,139,289.925405
-2644.538218,128,290.601587
-3284.068208,154,291.4527
2014.340326,169,292.886721
1537.061285,124,293.648057
21196.385058,2500,309.818802
1617.123879,125,310.503769
1956.11404,154,311.376989
-1609.969573,105,311.993087
-840.046336,48,312.256385
21248.08776,2500,327.069129
-27860.919243,2500,339.806578
-30657.041483,2500,364.060457
20976.788357,2500,380.59855
-3693.336771,97,381.261421
-15606.511738,2500,396.992483
-15609.107731,2500,420.949635
-15607.257781,2500,443.23077
-15613.93,2500,458.170162
21835.72068,2500,474.069495
-15603.545656,2500,489.464283
-1126.276322,58,489.773516
-29776.68262,2500,503.982292
21208.687346,2500,523.240622
-63739.242489,2500,536.093948
-64852.33062,2500,553.719349
-75125.681012,2500,566.30586
-3832.553178,121,566.960076
4480.578428,373,570.563557
445.71635,50,570.859252
4593.082189,515,573.48523
15636.957543,1699,584.233964
1791.191943,303,585.937337
-1353.754091,71,586.32958
-4537.800856,134,587.038009
13612.616471,988,591.96418
-109039.468409,2500,616.242973
21704.008222,2500,631.683069
5819.492055,666,635.128451
992.052932,2500,650.316465
-3554.348982,2500,672.667149
-3811.448057,2500,697.851584
-3555.139237,2500,711.441407
-43608.537523,2500,735.017451
-3554.408556,2500,760.461608
-3555.803327,2500,773.266509
23490.651575,2500,798.164523
-26159.030037,2500,814.551222
-3554.826851,2500,836.266609
-3554.297922,2500,862.306279
-3554.17212,2500,875.960389
-3554.5804,2500,900.461767
-3554.945414,2500,916.3178
16456.347064,2500,937.999097
-3557.031156,2500,960.739921
-3555.044752,2500,974.334274
-3555.789852,2500,997.496662
-3554.767037,2500,1010.729823
-3690.855925,2500,1034.246226
-3557.155953,2500,1059.580684
-3553.120975,2500,1072.446215
-3554.907071,2500,1096.49056
-3553.904419,2500,1118.943342
-3555.741172,2500,1133.698423
-3554.935707,2500,1158.612199
-3639.426469,2500,1172.336186
-3554.603423,2500,1196.504272
-3597.7475,2500,1220.167626
-2445.287057,231,1221.417695
-424.361233,786,1226.116093
-7913.579797,1220,1232.41557
-56773.223205,2500,1257.212142
-5381.559293,1606,1265.444448
-2361.318358,1734,1285.734829
-1746.748205,1913,1296.283166
30842.055687,2500,1320.333328
-4337.614583,2500,1335.725327
27407.145936,2500,1358.635093
-37027.228753,2500,1372.085833
8672.306772,2500,1396.375783
11307.869186,2500,1418.153004
-3995.913107,2500,1433.198311
-3720.634418,2500,1456.48048
-3556.052656,2500,1478.483525
-3554.443723,2500,1494.028241
-3555.103587,2500,1516.824084
-3555.1914,2500,1530.884996
-3555.412193,2500,1555.17198
-1305.441593,2500,1578.631495
-15619.962516,2500,1593.980563
-3859.567728,2500,1616.982128
-3554.160185,2500,1632.315733
1418.115952,589,1643.542283
83.240062,18,1643.69875
-2314.327097,118,1644.37977
1349.166018,106,1644.90351
366.921525,73,1645.315336
21576.400987,2500,1660.122038
339.439281,178,1661.323668
585.987356,57,1661.687874
-2348.127169,151,1662.655102
-257.306297,124,1663.528292
160.677074,86,1664.120024
260.386788,20,1664.24736
383.170337,261,1665.902384
-1873.771103,93,1666.466284
-749.467344,94,1667.116316
-2102.083482,135,1668.452838
-3194.60942,118,1669.12762
-1909.476385,120,1669.847285
-1341.174016,72,1670.217122
-25580.428607,2500,1682.816137
-1124.457317,58,1683.150657
-1807.35465,102,1683.706671
-3741.304191,105,1684.2696
-1690.188867,101,1685.717112
-162.406675,179,1686.703902
-721.67533,106,1687.454819
1713.55354,164,1688.64247
-741.670163,125,1689.4442
332.692324,25,1689.613714
1876.888721,143,1690.648138
-1099.242596,118,1691.505121
-1447.852063,73,1702.011947
21792.133652,2500,1714.825174
21908.808725,2500,1738.565228
-6016.251256,470,1741.055516
21658.740398,2500,1755.469831
-1509.027712,122,1756.49797
850.593393,180,1766.913795
1478.161256,309,1768.47674
21583.577143,2500,1781.500979
-32.008812,74,1781.957032
-3834.237265,429,1785.700948
-10712.157928,469,1788.686333
475.861387,39,1788.943286
143.55832,17,1789.084347
-1538.906137,431,1800.966002
-571.549476,307,1802.61766
21667.606206,2500,1816.511687
21312.968971,2500,1840.991701
-2824.831564,134,1841.718532
1214.449666,109,1842.291826
1151.808303,270,1843.64445
21674.587308,2500,1869.347588
-72876.791677,2500,1882.665689
21246.593084,2500,1900.122742
-1500.341311,653,1903.567186
-65463.183101,2500,1918.479178
-50229.524753,2500,1933.131583
-40674.214986,2500,1957.045645
-3554.363186,2500,1970.423881
-3554.676042,2500,1995.569113
-3555.085162,2500,2019.089934
-36434.931875,2500,2033.162419
-3555.366346,2500,2057.900785
-3554.232239,2500,2071.099888
-3555.16744,2500,2095.516019
-3555.725168,2500,2119.00612
-3556.608743,2500,2132.847487
-3751.153214,2500,2157.721719
