#{"t_start": 1769288698.7440035, "env_id": "None"}
r,l,t
29.144405,17,3.710057
-91.357975,43,4.050277
13.983995,20,4.214577
29.184317,13,4.340318
14.937538,5,4.396301
29.184317,13,4.502599
-3575.93,300,6.4233
14.092055,13,6.555138
14.103926,19,6.687281
29.122749,18,6.813386
-90.29343,45,7.107825
-1793.246045,203,8.213931
-145.110691,55,8.519045
29.12945,18,8.632357
-1.51166,17,8.749498
-296.417734,53,9.02378
-1949.83,300,10.476299
14.937538,5,10.531547
-1097.408238,300,12.065446
-143.938966,67,12.45211
29.144405,17,12.550752
-83.947582,45,12.807616
29.16946,15,12.895462
-315.56626,67,13.256922
-8.159229,24,13.385035
-4.439128,28,13.563257
29.134711,18,13.689181
29.200336,11,13.785706
-420.827678,76,14.294777
-1049.217948,300,17.112208
-14.261225,30,17.280536
-49.575806,39,17.508365
13.37877,25,17.644991
14.103562,19,17.762137
-54.438299,37,17.992289
-264.653642,65,18.33068
14.302452,11,18.407154
-40.688293,45,18.698648
-220.506551,69,19.11208
14.937538,5,19.1645
-557.883793,172,20.103723
-49.443341,28,20.286013
-281.167894,98,20.81268
12.989438,28,20.989406
0.754646,27,21.149418
14.937538,5,21.19567
29.12945,18,21.308978
-2015.129813,300,22.960742
-730.452743,151,23.809853
-251.856509,76,24.263687
-24.133888,29,24.440709
-176.990642,45,24.740237
-56.948658,33,24.950796
-0.010962,22,25.10787
29.200336,11,25.196187
-1785.53,300,28.753045
3.951193,43,28.996061
10.02582,20,29.133722
-609.995563,104,29.81162
-893.021364,174,32.759746
-164.483362,76,33.191141
-44.415891,51,33.507811
29.12945,18,33.628056
29.134711,18,33.750132
14.937538,5,33.805097
-158.845294,38,34.018478
-2580.313858,300,35.734599
-60.905209,38,35.974763
-242.385894,63,36.354774
-286.665255,67,36.805022
14.937538,5,36.869517
14.85292,16,36.972501
14.843017,16,37.080996
-2.746703,42,37.310364
14.450057,15,37.401014
29.14747,17,37.513534
14.937538,5,37.559549
11.144405,17,37.661969
29.12945,18,37.765645
-3.74307,17,37.861115
-154.554106,46,38.100293
-105.446837,38,38.30239
-32.465536,36,38.525079
-87.812876,48,38.860755
29.138929,17,38.973996
-164.475601,67,39.336956
14.936972,6,39.3872
-74.911083,51,39.659288
-174.294943,52,39.975348
29.144405,17,40.150298
-1014.382407,300,41.669866
-2718.93,300,43.123511
-205.647133,45,43.397442
14.937538,5,43.451051
29.141656,17,43.571656
-56.727182,40,43.836915
13.261932,26,43.99894
29.146671,18,44.109082
14.044085,17,44.228055
29.12945,18,46.700206
-1099.7208,190,47.76332
-24.986661,21,47.904713
-97.051099,41,48.151607
-587.547484,112,48.855765
-72.255037,44,49.152442
-37.123793,32,49.367364
29.16946,15,49.488148
-1.576046,20,49.639172
-167.857504,48,49.94864
-79.03,300,51.7753
27.976063,18,51.896823
14.928269,5,51.950036
13.019286,21,52.094466
29.141656,17,52.218735
-39.071711,25,52.37775
-329.293816,80,52.820594
14.936972,6,52.88349
-369.240002,129,53.625493
-42.084615,35,53.860265
14.302452,11,53.950592
13.49786,14,54.067183
-98.250507,38,54.292927
-92.898367,46,54.572616
29.12945,18,54.693796
14.936972,6,54.75139
-30.153795,19,54.888309
-134.372088,64,55.240327
14.85292,16,55.33125
13.983995,20,55.497442
-1.507792,16,55.603509
-1941.231774,300,57.121097
