#{"t_start": 1770219520.7975588, "env_id": "None"}
r,l,t
-5313.08,300,5.482717
-592.128439,300,7.96502
-502.68,300,11.001892
-7212.58,300,13.628302
-485.123471,300,15.630105
-5068.075693,300,17.638752
-7182.927374,277,21.124969
-5180.695663,300,23.245809
-10509.336741,300,25.683721
-250.700238,208,27.336943
-5467.541599,300,30.237488
-3717.401978,300,33.231461
-5430.498908,238,34.841785
-426.387619,130,35.789773
-273.22824,91,36.409134
-574.62136,300,38.708223
-8331.237806,227,40.214141
-3748.488972,268,41.91923
-1986.686114,128,42.840805
-167.475618,89,43.594126
-710.196336,133,44.791125
-6289.22397,300,47.57123
-64.621998,121,48.488609
-6108.218126,300,51.497076
-1023.924824,73,52.269562
-5679.413492,300,55.35783
-6779.711428,300,57.378087
-3337.822422,300,59.533465
-5554.085513,263,61.171611
-17.581935,77,61.71656
8.89493,24,61.907107
-9848.16911,300,64.101943
-4832.820325,300,66.604156
-52.020716,118,67.618248
-9143.116301,300,70.080067
-452.701254,45,71.186542
-2947.760389,260,73.814979
-6566.049047,300,76.529638
-6565.78,300,78.641141
-488.116744,300,80.711972
7.335437,28,80.957764
-5938.021565,300,83.053856
-6.13618,66,83.559251
-4274.451031,300,85.717037
-10531.851821,300,88.623107
-112.537191,205,90.519131
1.63606,50,90.918134
-373.73,300,93.644285
-8599.545742,300,96.721725
6.956156,33,97.09109
-231.365574,118,98.043035
-3.98053,58,98.518121
-375.696959,300,100.572911
-10275.478454,300,102.536783
-4792.936394,300,104.775357
-23.110252,108,105.482843
-1496.646994,106,106.165112
-0.820741,99,107.090382
-545.575324,88,107.903642
-3999.634845,262,110.15538
-5893.780957,300,112.430242
-489.697697,199,114.394122
-1690.176277,134,115.87672
-4044.513379,300,119.030638
-7083.87528,300,121.040359
-209.596942,300,123.401595
-2147.975254,300,125.511064
-791.889934,300,127.536617
10.539693,39,127.900058
-2882.53,300,130.45098
-119.421011,297,132.941673
-3379.341221,300,135.800588
-5861.364402,300,139.312334
-3724.276525,300,142.686378
-77.366058,300,145.125148
-126.13,300,147.430682
-2924.006705,300,150.215226
-66.78903,300,153.35758
5.769984,105,154.326156
-4663.885797,300,156.703033
-2026.097614,300,161.050858
-1893.394559,300,164.410438
-2721.003156,300,167.191856
-97.941088,300,169.318979
-90.473855,300,171.494591
-5095.117786,300,174.020093
-119.206716,300,176.961931
-69.481293,300,179.665674
-1357.121266,300,181.955451
-84.164541,300,184.678982
9.164385,71,185.499375
-1379.346626,300,188.970418
-53.385367,257,191.247313
-8115.919905,300,193.684661
-60.204104,300,195.862225
-71.293198,300,198.761587
-9.584916,152,200.217805
-47.103207,300,202.773434
-2499.739765,203,204.429611
-81.480099,300,206.933854
-56.279045,300,210.189879
-755.968707,88,211.222454
-80.746741,300,214.138695
-53.590138,300,216.98286
-45.540812,300,219.088628
-997.442511,300,221.812524
-70.712782,300,224.691759
-231.150868,300,227.036667
-72.314827,300,229.594847
-82.82082,300,232.57708
-31.88353,185,235.975866
-97.827198,300,238.453301
-7494.529648,300,240.723245
-14.188609,144,241.894768
-79.061551,300,244.355792
-4495.168354,300,247.153832
-146.249286,300,249.814298
-105.44694,300,251.988387
-77.310098,300,255.05931
-46.163837,300,258.258159
-97.754271,300,261.039423
-56.617675,228,262.713236
-86.468311,300,265.030771
-94.137978,300,267.448374
-46.42561,300,269.616057
-47.684087,271,272.004522
-55.613293,300,274.272855
-2632.904353,300,277.067863
-69.864772,300,280.04811
-1567.710428,300,283.083496
-75.56126,300,285.600692
-98.323255,300,288.453815
-100.764123,300,292.394023
-4678.708144,300,294.845019
-784.798362,300,297.083553
-84.151478,300,299.570129
-105.330351,300,302.816092
-1173.255802,224,305.222433
-71.99503,300,307.994843
-66.964236,300,310.889494
-1019.80987,300,313.673648
7.395085,110,314.670445
-3981.439836,300,317.001963
-101.558276,300,319.379793
-4461.155907,300,321.896905
-4.984764,132,323.400212
-1877.952476,300,326.882206
-97.795697,300,330.285956
10.75277,19,330.471622
-80.665035,300,333.234049
-3317.446618,300,335.744619
-85.862099,300,338.622644
-3333.697798,300,341.221969
1.246139,166,342.649455
-5685.315262,300,344.862954
-143.216829,300,348.040735
-145.231922,300,351.412587
-69.78,300,354.54126
-3173.985345,197,356.418257
-3861.242861,300,358.95333
-5395.161977,300,361.72611
-73.009306,300,364.366924
-4407.775568,300,367.45301
-1792.743162,300,369.767013
-63.511957,300,372.920859
-50.852618,300,376.286017
-66.33,300,379.386679
-2713.651106,300,382.207145
-74.191889,300,384.914702
-4.439388,115,386.451489
-1473.014825,300,389.133513
-49.144513,300,391.318537
-38.348206,300,393.539117
-39.226254,300,396.317447
-66.068526,300,399.700287
-35.817199,300,402.831156
-68.689362,300,412.367122
