#{"t_start": 1769255689.1673923, "env_id": "None"}
r,l,t
-2651.1,139,2.470047
12.9,19,2.603365
14.9,5,2.651865
-3358.0,115,3.272934
-1493.4,83,3.706684
28.3,17,3.814343
-3691.5,525,5.90637
-147.7,19,6.027075
14.9,5,6.071321
-4401.5,136,6.760005
13.8,15,6.833165
14.9,5,6.871944
-2279.9,135,7.46646
-97.0,31,7.645333
-2075.4,105,8.286951
14.9,5,8.326849
-5670.7,160,9.671117
-457.5,35,9.825303
-88.2,21,9.918393
-3884.3,110,10.319072
-14234.6,330,11.551234
-91.8,18,11.634669
-291.4,27,12.532368
-8479.4,158,13.138804
-4216.7,111,13.58505
14.9,5,13.623753
28.5,15,13.700681
14.9,5,13.740944
-88.0,20,13.836189
28.3,17,13.923644
28.5,15,14.0035
28.5,15,14.081776
14.9,5,14.122524
14.9,5,14.163711
28.3,17,14.246571
-687.0,53,14.482917
28.5,15,14.567281
-3125.8,151,15.158846
-2155.1,108,15.610366
-904.2,52,15.829642
12.6,20,15.92944
11.0,24,16.042617
-235.4,25,16.159217
-23044.1,525,18.373626
28.2,18,18.467179
28.2,18,18.567045
-669.5,53,18.875207
28.2,18,18.983522
-387.2,42,19.256072
-1269.3,67,19.658371
28.7,13,19.754729
-9684.5,204,20.678918
14.9,5,20.721453
-1737.4,100,21.101599
-3201.6,153,22.10708
-1394.6,81,22.401725
12.9,19,22.484712
12.9,14,22.550978
-2265.1,123,22.999777
-155.2,24,23.103052
14.9,5,23.141619
13.8,15,23.211812
28.3,17,23.287461
-13213.8,525,25.317425
28.4,16,25.414162
-12048.6,525,27.826756
-332.6,26,27.979965
28.2,18,28.104714
8.9,29,28.286172
-235.4,25,28.444315
14.9,5,28.497647
-3894.5,122,29.246078
-404.7,154,29.997159
-8139.1,229,30.948706
-2748.0,84,31.792807
14.9,5,31.836713
10.3,27,31.988336
-2929.7,147,32.664376
28.2,18,32.750334
-5412.6,249,33.762699
-17.1,49,33.981428
-3839.0,198,34.926618
-173.1,32,35.06489
26.3,21,35.162338
-421.3,34,35.312681
14.9,6,35.356672
-13689.2,525,37.644347
25.2,22,37.780409
14.9,6,37.835756
28.2,18,37.965526
28.4,16,38.07799
14.0,11,38.162908
11.4,24,38.329137
-13523.3,525,40.772706
28.3,17,40.875494
28.9,11,40.960804
14.9,6,41.014403
-10.9,42,41.252236
14.1,16,42.37201
12.9,14,42.450788
5.7,43,42.686803
14.9,5,42.733142
25.1,26,42.859647
-705.7,54,43.106175
-23191.7,525,45.548981
13.2,18,45.641168
-4535.3,131,46.191355
5.2,35,46.350033
23.8,29,46.486381
-1128.0,73,46.799026
13.8,12,46.868779
8.7,25,46.988348
8.7,31,47.134482
-2481.7,124,47.660808
-1892.3,124,48.180828
-267.6,18,48.272433
11.4,23,48.38919
-4363.7,221,49.628319
-10057.0,195,50.430176
11.7,23,50.537757
-47.2,103,50.940768
-167.7,21,51.040657
-7576.8,195,52.310773
-4856.7,132,52.807095
12.8,23,52.910846
2.1,51,53.117867
12.6,20,53.207155
-11820.2,525,55.218497
-88.2,21,55.338506
28.3,17,55.42804
14.9,6,55.477726
12.2,18,55.577906
-454.6,35,55.734999
-5525.2,238,56.659428
23.8,29,56.789392
11.4,22,56.888201
-1231.6,110,57.337739
13.8,12,57.403364
14.9,5,57.444841
28.3,17,57.531856
14.1,16,57.612843
28.5,15,57.692147
25.1,26,57.810872
-539.7,35,57.967158
21.2,30,58.10467
12.0,22,58.222101
-9749.8,301,59.556496
-106.4,15,59.63762
11.1,25,59.753486
14.9,5,59.812651
12.6,24,59.925793
-88.2,21,60.027693
11.7,23,60.138497
8.1,31,60.274484
-88.2,21,60.375007
24.4,22,60.478536
28.5,15,60.557098
28.9,11,60.61853
-529.3,50,60.82968
13.4,17,60.915609
28.3,17,61.005478
13.2,18,61.461081
13.5,16,61.53938
-2654.3,78,61.892117
9.1,30,62.03397
-884.3,34,62.198987
-2707.4,136,62.759871
-5561.1,244,63.771359
11.7,23,63.882277
-106.8,18,63.97614
-66.2,15,64.061033
