#{"t_start": 1769206736.7443779, "env_id": "None"}
r,l,t
-347.2,250,3.520059
-347.2,250,3.5976
-347.2,250,4.913305
-347.2,250,6.493108
-22.4,79,7.028714
-347.2,250,8.516854
-347.2,250,9.729568
-347.2,250,10.809373
-347.2,250,15.808542
-347.2,250,16.954839
-275.3,227,17.937719
-15.1,70,18.294272
-13.0,67,18.633144
9.3,15,18.727398
-347.2,250,20.094048
-347.2,250,21.712662
-347.2,250,23.177176
-67.5,120,23.759938
-347.2,250,24.902423
-347.2,250,25.980188
-347.2,250,29.365827
-114.3,151,30.080559
-238.4,212,31.00863
-347.2,250,32.213784
-347.2,250,33.422045
-347.2,250,34.801629
-347.2,250,34.825024
-304.2,238,35.958798
-347.2,250,37.268012
-347.2,250,38.621688
-1.8,49,38.897731
-136.5,169,39.764975
-347.2,250,40.936231
-272.8,226,42.058021
-347.2,250,43.332586
-8.7,61,43.677013
-347.2,250,45.005576
-347.2,250,46.208652
-347.2,250,47.421395
-347.2,250,48.792758
-347.2,250,50.057111
-326.0,246,51.195796
-44.3,101,51.666358
-347.2,250,52.918904
-347.2,250,54.072293
-347.2,250,55.331905
-231.2,209,56.558013
-347.2,250,57.701664
-347.2,250,59.200933
-347.2,250,60.401232
10.0,9,60.461812
-347.2,250,61.683559
-347.2,250,62.938232
-347.2,250,64.118766
-347.2,250,65.316302
-150.3,171,66.148905
-347.2,250,66.160022
-347.2,250,68.253385
-347.2,250,69.842113
-347.2,250,71.032436
10.0,6,71.080813
-347.2,250,72.304697
-347.2,250,73.533866
-117.7,153,74.276875
-347.2,250,75.467652
-35.7,93,75.967066
-347.2,250,77.226498
-347.2,250,79.13009
-347.2,250,80.322336
-347.2,250,81.826823
-64.9,118,82.575018
-347.2,250,84.080797
-347.2,250,85.208179
-347.2,250,86.441052
-347.2,250,87.697494
-347.2,250,88.920849
-347.2,250,90.438316
-347.2,250,91.779181
-248.0,216,92.902724
-347.2,250,94.06639
-347.2,250,95.469233
-347.2,250,97.092284
-267.8,224,97.150072
-347.2,250,98.408427
-347.2,250,99.933253
-347.2,250,101.128375
-347.2,250,102.322097
-347.2,250,103.517004
-347.2,250,104.644158
10.0,8,104.700104
-347.2,250,105.783554
-126.3,158,106.594214
-62.3,116,107.195603
-18.4,74,107.55555
-347.2,250,108.932085
-347.2,250,111.456778
-347.2,250,112.789057
-347.2,250,114.022932
-1.8,49,114.276024
-347.2,250,115.484829
-16.8,72,115.836507
-52.3,116,116.374509
-347.2,250,117.592095
-15.1,70,117.941199
-347.2,250,119.128091
-197.3,194,120.119769
-347.2,250,125.256001
-347.2,250,126.78166
-48.7,105,127.413608
-347.2,250,127.276577
7.3,26,127.421784
-347.2,250,128.584375
-347.2,250,129.729586
-347.2,250,130.860042
-347.2,250,132.009699
-68.8,121,132.579815
-347.2,250,134.393593
-347.2,250,135.631814
-347.2,250,136.904138
-347.2,250,138.261905
-116.0,152,139.255403
-347.2,250,140.856535
-347.2,250,142.042986
-347.2,250,143.179873
-347.2,250,144.381174
7.3,26,144.528445
-347.2,250,146.217421
-347.2,250,147.49492
-347.2,250,148.559731
-347.2,250,149.726381
-347.2,250,150.939574
-347.2,250,152.102305
-116.0,152,153.056882
-347.2,250,154.67053
-347.2,250,156.04056
-293.5,234,159.577762
-347.2,250,160.78294
-347.2,250,162.064954
-347.2,250,163.410532
-347.2,250,164.61686
-347.2,250,165.949863
-347.2,250,167.644137
-347.2,250,169.131812
-347.2,250,173.838774
-347.2,250,174.964177
-347.2,250,176.085147
-309.6,240,177.261624
-347.2,250,178.499806
-347.2,250,179.592109
-347.2,250,180.715114
-347.2,250,182.063123
-347.2,250,184.262041
-178.2,185,185.171389
-347.2,250,186.405841
-347.2,250,187.52027
-347.2,250,188.690442
-347.2,250,189.869813
-347.2,250,189.808448
-347.2,250,190.998868
-347.2,250,195.98057
-347.2,250,197.256205
-347.2,250,198.47007
-347.2,250,199.725095
-347.2,250,200.949903
-131.7,161,201.757254
-4.5,54,202.038045
-347.2,250,203.231787
-347.2,250,204.382882
-347.2,250,205.592
-347.2,250,211.136595
-347.2,250,212.519441
-347.2,250,213.728654
-347.2,250,214.836018
-45.4,102,215.285546
-2.8,51,215.553952
-347.2,250,216.690458
-347.2,250,217.816688
8.9,18,217.936839
-347.2,250,219.062794
-144.6,168,219.792195
-16.0,71,222.520119
-277.9,228,223.979672
-347.2,250,225.72845
-347.2,250,226.910499
7.7,24,227.050204
-347.2,250,228.3413
-347.2,250,229.701345
-56.0,111,230.194294
-347.2,250,231.276287
-203.9,197,232.218303
-347.2,250,236.847206
-347.2,250,238.259864
-347.2,250,239.779034
4.8,34,240.022462
-42.1,99,240.673298
-30.7,88,241.121075
-347.2,250,242.327585
-347.2,250,243.492081
-140.7,166,244.29204
-25.2,82,244.722072
-18.4,74,245.075959
-347.2,250,246.269026
-347.2,250,251.626576
-45.4,102,252.232284
-168.0,180,252.177589
-347.2,250,253.995132
-137.1,164,255.197852
-347.2,250,256.707553
-347.2,250,258.076685
-43.2,100,258.673633
-157.9,175,259.788917
-347.2,250,261.263708
-347.2,250,262.664032
-347.2,250,269.363333
-347.2,250,270.741703
-81.3,130,271.750633
-81.3,130,272.723899
-347.2,250,274.427299
-347.2,250,275.974164
-347.2,250,277.340159
-347.2,250,278.843193
10.0,7,278.904635
-78.5,128,279.651163
-347.2,250,284.171325
-347.2,250,285.509592
-347.2,250,286.904202
6.9,27,287.078178
-347.2,250,288.755393
-347.2,250,290.514892
-347.2,250,292.108514
-347.2,250,293.69422
-347.2,250,295.334999
-10.2,63,295.709179
-236.0,211,301.150514
-66.2,119,301.84533
4.0,36,302.081543
-301.5,237,303.468204
-347.2,250,304.844851
-14.4,69,305.238183
-157.9,175,306.496358
-347.2,250,308.353737
-347.2,250,310.047476
10.0,7,310.109631
-160.0,176,311.123281
-224.3,206,312.232881
-23.4,80,312.65642
-233.6,210,317.09284
-347.2,250,318.433082
-347.2,250,319.771073
-8.7,61,320.160357
10.0,7,320.24431
-347.2,250,321.769467
2.8,39,322.017824
-347.2,250,323.846909
-347.2,250,325.640753
-347.2,250,327.151262
5.4,32,327.336483
-88.8,135,328.079586
2.0,41,328.317599
-298.7,236,333.065428
17.5,25,333.235933
9.6,12,333.334986
-14.4,69,333.759138
-347.2,250,335.294219
-17.6,73,335.703725
7.5,25,335.846851
10.0,5,335.899838
-347.2,250,337.299757
-347.2,250,338.679942
-99.6,142,339.430352
-27.9,85,340.071527
-16.8,72,340.622172
-5.1,70,341.1336
-347.2,250,342.955887
-192.9,192,344.259497
-212.7,201,344.475867
-42.4,108,345.043397
8.5,20,345.170217
-347.2,250,346.592235
-91.8,137,347.524031
-1.3,48,347.925861
-347.2,250,349.570053
-228.9,208,350.889824
-218.9,208,352.127164
-83.3,138,353.047554
-347.2,250,354.562005
-347.2,250,355.955723
-347.2,250,360.471112
10.0,5,360.543524
-19.2,75,361.123394
-240.4,217,362.403372
-45.4,102,362.959874
-347.2,250,364.54028
-74.3,125,365.254427
-13.7,68,365.716824
-347.2,250,367.0615
5.4,32,367.264536
-19.2,75,367.722064
7.3,26,367.881019
5.1,33,368.062612
-347.2,250,369.61486
9.1,17,369.736722
-13.7,68,370.116939
-110.8,149,371.003654
-10.9,64,371.449778
9.3,15,371.546189
-347.2,250,373.71426
-347.2,250,375.102095
-347.2,250,375.979998
-228.9,208,377.983721
-119.4,154,379.055647
-39.9,97,379.598705
-228.9,208,380.746618
4.8,34,380.957307
-156.0,174,381.887931
-347.2,250,383.313965
