#{"t_start": 1772035650.4099054, "env_id": "None"}
r,l,t
-346.04806,250,4.30754
-347.102214,250,6.113925
10.19644,8,6.197635
-346.259513,250,8.049238
-347.1406,250,10.322357
-346.591134,250,12.427457
-331.034854,248,13.922396
-47.41496,105,14.531248
-346.541031,250,15.955367
7.591709,26,16.128871
-347.183193,250,18.640845
-33.261075,92,19.177044
-347.113521,250,20.627022
-347.132358,250,22.006361
-78.001894,128,22.746505
6.712529,29,22.96342
-342.297396,250,22.406599
9.048406,20,22.633038
-346.876409,250,25.127223
-342.735103,250,27.143006
-76.626583,127,28.172221
-344.733472,250,29.67432
-318.039172,244,31.352076
-168.382659,182,32.553701
-343.349973,250,33.975834
7.871327,25,34.16321
-99.592979,144,34.961996
-346.108576,250,36.553347
-347.138484,250,38.045899
-0.71838,49,38.361193
9.794113,14,38.483819
-5.440059,58,38.877183
-345.938873,250,40.896146
-347.2,250,43.228
3.711709,38,43.557959
8.963616,21,43.760618
-346.668181,250,45.824239
-126.75713,159,46.967327
10.170489,9,47.052975
-346.493295,250,48.650165
0.632628,45,48.98694
-129.578954,166,50.080223
2.341205,41,50.414999
-345.321606,250,52.094034
-19.365687,87,52.701179
-344.170375,250,51.965364
-346.174897,250,53.465385
9.578268,14,53.570332
-324.337705,247,55.298305
-32.080704,100,56.140654
-271.359148,226,58.306569
-33.278539,92,59.133872
-345.874069,250,60.633193
-345.334252,250,62.288348
-1.312092,65,62.752095
-76.120168,127,63.571738
-345.753939,250,65.011189
-345.272721,250,66.599727
-284.338296,231,68.019026
-345.395032,250,69.59623
-345.180566,250,72.304995
9.684972,14,72.438516
-345.730975,250,74.412157
-36.218473,94,75.344624
-11.468868,66,75.902262
-103.459432,146,76.888353
-25.838905,85,77.390076
-342.894958,250,78.891833
-11.446746,66,79.312648
-345.960784,250,80.951312
9.809351,15,81.09582
-341.668513,250,82.69353
9.356165,18,82.857156
10.25397,7,82.926602
-344.00048,250,82.443321
-345.930719,250,84.270906
-344.308303,250,85.803477
-343.770676,250,87.435719
-1.918527,51,87.872015
-344.48125,250,89.780985
-36.013774,103,90.582215
-122.67369,157,91.717476
-169.519635,182,92.935335
-55.397722,112,93.612959
-73.501664,125,94.317124
-8.373712,62,94.792215
-247.020577,217,96.20963
-343.339911,250,98.501329
-345.148421,250,100.178141
-59.513615,116,101.125833
-344.576609,250,102.896382
-158.11805,176,104.22347
-12.509761,68,104.735185
-342.670397,250,106.644049
0.293684,48,107.0513
-68.369145,123,108.095993
-25.34419,84,108.958573
-345.477734,250,111.197084
-342.185792,250,113.308685
-19.89812,78,111.70837
-346.287824,250,114.034334
-344.6518,250,116.145424
-347.102475,250,118.254218
-344.169259,250,120.253206
-346.346757,250,122.077136
-346.320542,250,123.736775
9.584915,17,123.884989
-347.2,250,125.634298
-343.752861,250,127.775851
-345.154699,250,134.523408
3.064475,39,134.911447
-347.159393,250,136.703469
-345.241237,250,138.774992
-344.631472,250,140.495647
-273.127473,227,142.14033
-17.215446,85,142.817521
-24.652405,83,143.418257
-319.749825,245,142.847507
-69.149463,124,143.766006
-345.727252,250,145.707322
-344.860271,250,153.351811
-8.504922,62,153.85053
-91.057111,137,154.952738
-211.906451,202,156.551618
-344.530732,250,158.398961
8.625642,22,158.576446
-345.845068,250,160.406253
-2.952601,52,160.807231
-345.156591,250,162.466935
-50.97278,108,163.207897
-50.87534,108,163.960766
-342.77523,250,165.656937
9.625647,15,165.811084
-0.796999,49,166.166957
-345.506489,250,172.81541
-345.247458,250,174.644576
-345.40662,250,176.398429
-90.540607,137,177.395323
-9.084196,62,177.808662
-172.254475,183,179.101664
-345.66479,250,180.825427
-345.959916,250,182.636564
-92.631543,138,183.587532
-345.199551,250,185.280734
-64.600093,119,193.205458
6.756873,28,193.570263
-346.098352,250,195.941534
9.780301,14,196.066411
1.981606,43,196.455926
-9.158832,63,196.926277
-345.065694,250,198.760401
-266.225387,224,200.338395
-121.933802,156,201.490716
19.470558,17,201.615818
-345.221202,250,203.334507
-344.879128,250,203.044956
10.107533,10,203.189264
-8.565018,61,203.716461
-345.447116,250,205.736399
-343.904285,250,207.996839
9.431699,18,208.144579
-21.414431,89,209.035838
-327.161405,247,211.775772
-5.813472,59,212.470922
-346.537661,250,215.02418
8.186776,25,215.220398
-1.456717,49,215.613815
-14.664159,71,216.121818
-345.621038,250,217.876689
-342.416136,250,219.857443
-345.256335,250,221.854218
4.759856,35,222.105382
-155.365532,175,223.327672
-144.85488,169,224.559565
-224.660065,211,228.524449
-2.26636,53,228.958509
-138.116164,171,230.205956
10.049152,11,230.354336
5.498056,35,230.748069
-346.146932,250,233.499595
-75.980386,128,232.685318
-53.285282,111,233.917804
-0.236885,46,234.288476
-96.502277,142,235.403468
-77.128205,128,236.415354
1.693423,42,236.798697
-208.683993,200,238.545302
10.199669,6,238.630119
13.792275,39,238.975429
2.678805,42,239.309792
-24.981689,84,239.930971
-344.133725,250,241.759765
-51.685075,109,242.536408
-101.549026,144,248.808683
-1.111397,49,249.180933
9.277517,19,249.35228
-301.960896,238,251.1674
-344.679482,250,253.238978
-149.654388,172,254.767759
7.155492,29,255.065147
-32.210925,91,255.904197
-346.351518,250,257.753403
-42.533898,100,258.443105
-346.685769,250,260.13234
18.187452,23,260.331306
-4.455209,55,260.865875
9.462313,16,261.011756
-62.89367,125,261.904071
8.034012,24,262.109439
-164.762092,185,263.378747
-344.759821,250,264.402678
-114.581377,158,265.532203
-76.394084,127,266.395905
-8.120174,61,266.967909
8.987962,20,267.139898
6.141972,31,267.384654
-152.566337,174,268.62405
7.842517,24,268.81482
-4.323609,56,269.266064
-290.734239,234,271.250686
-119.879236,155,272.617204
-147.513661,170,273.910527
8.855677,21,274.124912
1.05943,45,274.447194
-68.363079,122,275.33812
-22.389802,82,275.954821
-5.29393,58,276.411375
-346.337098,250,278.171829
-144.915092,169,284.758874
-345.756014,250,286.695546
-346.410632,250,288.779789
-13.314686,70,289.342338
-260.419161,226,291.167297
17.025745,30,291.444885
-343.861175,250,293.589807
-192.82915,193,292.627098
-345.548679,250,294.493807
-345.482366,250,296.415297
-344.569097,250,302.35503
9.435263,18,302.514462
-13.57177,70,303.047096
-346.962524,250,304.71435
-65.000726,120,305.561764
-104.978024,146,306.625537
-327.673652,248,308.681239
-39.709027,98,309.489267
-299.406163,237,311.573617
-345.518653,250,313.48786
-49.793113,108,314.276926
-291.953362,234,315.821689
-143.293125,169,317.02757
-63.082967,118,323.247659
6.798712,28,323.488797
8.699009,22,321.484443
-345.265008,250,323.223582
-345.611046,250,324.903385
9.910247,13,325.011104
10.202267,8,325.12324
5.917184,32,325.428786
-69.737765,123,326.62074
-19.276856,77,327.520834
-42.191943,100,328.627885
-25.340909,85,329.350379
-316.197771,243,331.218379
-119.020459,156,332.323234
9.619202,16,332.442517
8.274751,22,332.60575
-308.477309,240,334.528287
-324.347399,246,336.552255
17.521535,26,336.79273
-213.423288,203,343.934885
-162.267138,179,345.144716
6.730954,30,345.402008
0.006686,47,345.734181
20.236518,9,345.835154
7.63776,25,346.067218
-13.089722,68,346.552397
-344.350984,250,348.604759
-75.647845,129,349.694371
-58.215819,114,350.737782
-16.879838,74,351.377577
19.932352,11,351.513182
8.709122,20,351.706511
10.030577,10,351.88757
-345.486656,250,353.612494
-110.989434,151,352.387065
-288.098369,233,354.35096
-24.940783,83,355.094833
-43.199964,102,355.971165
14.509555,36,356.305107
19.553275,16,356.480479
5.478344,56,362.486615
0.706814,45,362.835092
-47.772306,105,363.597902
-20.827786,79,364.130964
-227.997579,209,365.560215
-342.970039,250,367.626634
-45.114325,104,368.507801
7.176016,28,368.780733
-20.886027,78,369.458774
9.56778,17,369.640449
-198.006431,197,371.355627
4.875409,34,371.612598
-13.51224,69,372.098854
9.680558,14,372.218933
-93.63045,140,373.14545
-46.898174,105,373.975049
-101.408205,144,375.253578
-343.439727,250,377.893173
-40.818193,99,378.984601
-8.611259,62,383.038389
-69.007494,122,383.948379
-67.378373,122,384.766042
10.223182,9,384.858077
-344.561205,250,386.595206
-206.177537,199,388.104215
8.139147,25,388.348679
-343.329801,250,390.551033
-7.309461,60,391.092234
-241.642851,215,392.738121
-34.248285,92,393.418056
-2.745737,52,393.837776
-72.970973,125,394.915674
-137.303845,165,396.31864
5.746762,35,396.742367
-54.404834,111,397.988291
7.965672,23,398.267721
-98.403658,142,399.451058
-204.489898,199,405.980496
-38.924176,97,406.660093
-66.87969,120,407.501732
2.923113,40,407.810666
-36.253394,95,408.481513
6.760791,30,408.725031
-19.820654,79,409.440295
10.206534,7,409.545316
-232.83541,211,411.325203
6.410378,32,411.622333
-344.028619,250,411.499069
-26.530982,86,412.093115
-68.244867,121,412.907705
9.036968,20,413.089257
-72.014577,124,414.024392
10.146922,6,414.103688
2.059892,42,414.493142
9.787852,14,414.65133
5.761136,32,414.995157
-206.418128,199,416.681858
-12.955727,70,417.286605
-19.370173,78,417.928946
-345.570581,250,425.196797
-215.590586,203,426.617707
-110.233969,149,427.699386
9.418834,17,427.849892
-195.80148,194,429.510978
3.996263,38,429.951508
19.575571,15,430.15217
9.75835,15,430.344682
-30.253241,89,431.351139
-5.031517,57,431.992672
5.259822,36,432.430096
-30.162884,90,433.42562
8.00276,25,433.736529
-343.998597,250,435.591039
-191.231057,193,437.084428
-11.177474,67,437.677644
-166.055274,180,439.159336
-343.457032,250,441.365732
9.24924,18,441.496787
-15.257123,71,445.335895
7.975859,24,445.525548
-11.497396,66,446.019054
4.559991,35,446.332405
-107.168233,148,447.403161
-22.604822,80,447.973303
0.768545,45,448.400573
6.832457,28,448.714275
-31.021995,90,449.703376
-35.652701,104,450.865493
9.905617,13,451.021912
-344.922694,250,453.385775
3.478536,38,453.770423
-0.549398,48,454.194814
6.913369,31,454.437634
4.793877,35,454.696676
14.658926,36,454.969379
8.79212,21,455.157328
9.87109,13,455.29495
-59.627738,123,456.186964
-291.13459,234,457.957196
19.758932,13,458.099354
-90.338194,138,459.273005
-91.059218,138,460.435121
-29.078399,87,461.235609
7.925097,25,461.502635
-49.128264,107,462.325816
-0.224032,64,467.841316
7.108273,30,468.1
0.952186,45,468.514687
-42.107552,100,469.400106
-79.559984,130,470.495537
-56.231694,113,471.563873
-62.793708,117,472.68478
-10.762954,65,473.148559
19.551373,16,473.317504
10.406086,45,473.68528
-127.349066,160,472.560831
0.373703,46,472.937389
-344.045104,250,474.751839
0.561195,47,475.080797
-133.11852,163,476.231967
10.163167,10,476.330651
9.462887,18,476.505713
-13.720608,69,477.062192
-4.366626,55,477.544745
-147.014318,171,479.013998
-28.489242,86,479.770828
-127.110855,159,481.123143
5.127916,34,481.396941
-11.271189,65,481.894326
18.258658,25,482.108729
-2.313129,52,487.871475
4.085056,37,488.236398
-28.862825,87,489.059534
9.480187,18,489.248707
-345.344409,250,491.512208
-106.007022,147,492.667961
-21.994978,79,493.303534
9.518599,17,493.436766
9.174261,18,493.607419
10.259741,7,493.710773
-57.677548,113,494.607219
-0.020125,63,495.085473
9.709766,15,495.209544
-34.890381,95,495.84255
-125.581504,164,497.056914
9.644771,14,497.196834
-51.181349,108,497.998199
7.807444,26,498.237886
-34.512936,93,499.093718
8.446447,23,499.343228
-345.335732,250,501.423998
-8.835696,62,501.971234
-18.841418,76,502.72586
-7.020004,59,503.152282
-46.513398,104,501.541662
4.992925,56,501.997962
-17.926032,86,506.562753
-56.47346,112,507.536465
-4.772207,71,508.160097
-10.983187,66,508.806523
-330.317386,249,510.740982
5.612153,32,510.967941
5.399006,33,511.244673
10.095139,10,511.364812
7.447914,52,511.797334
7.287263,28,512.035446
-24.453669,82,512.630111
-43.059719,101,513.314734
10.035731,12,513.423125
2.984335,40,513.748064
-13.782435,69,514.187506
-250.228407,218,515.704786
-26.131292,85,516.414755
5.598219,34,516.759984
-14.066701,71,517.404534
-43.935896,101,518.556836
10.2867,8,518.673904
9.883083,12,518.834793
9.44452,18,519.069879
-344.583726,250,521.85422
-4.44918,57,522.413734
-34.318472,92,523.22664
8.623435,21,523.418565
-143.943485,169,525.066183
-53.462814,110,525.849011
10.105874,11,525.94802
9.768458,14,526.071413
17.697865,26,526.253024
-13.162489,68,526.723761
-7.177472,59,527.32719
9.998505,11,527.435074
-31.06075,89,528.197676
-74.953589,126,529.317171
-30.434685,88,530.121929
-52.137365,108,531.056897
2.176092,41,531.436957
-106.362346,147,532.549863
-26.160126,84,533.121779
-22.287823,80,531.465673
9.421389,18,531.613859
8.315493,25,531.818478
-11.009562,65,532.303016
-28.287279,86,532.905273
-40.940684,99,533.551371
-49.731746,106,534.328119
-0.354797,64,534.84195
10.158041,9,534.934616
-52.143144,108,535.814341
9.529457,17,535.983787
-54.453165,111,536.921951
1.97914,44,537.445712
9.84222,13,537.608776
-74.543902,126,545.553584
7.725405,25,545.747092
9.761101,14,545.858818
6.801119,28,546.113237
-12.029695,67,546.622236
8.124667,23,546.837621
-9.893045,63,547.388482
-344.207236,250,549.615468
-20.599731,78,550.322591
-9.94472,63,550.942259
-99.679904,143,552.150364
6.265491,31,552.449453
-194.967107,194,553.836629
-20.743972,89,554.46115
10.264852,8,554.551427
4.244985,37,554.856951
-28.93526,87,555.442289
-3.735861,53,555.802246
9.223253,19,555.975739
-49.547638,106,556.677305
18.659962,21,556.875058
-6.201519,59,557.290326
-9.667936,64,557.751936
4.948859,34,557.993777
-61.423354,116,558.87928
-179.962707,191,560.715077
-13.112757,68,561.486926
-5.215367,56,562.162382
5.850466,32,562.564571
-131.190767,168,567.62316
-1.029453,50,568.030988
9.729169,14,568.204935
-5.244777,56,568.710394
4.457191,57,569.248332
-211.481746,201,571.024124
-43.12661,101,571.947983
9.960312,11,572.079608
10.234565,7,572.186678
9.759199,13,572.329918
5.739814,33,572.570901
9.713715,15,572.719708
-17.055152,73,573.251935
20.200177,9,573.360938
9.023483,20,573.505307
-35.787365,103,574.211233
-137.776077,170,575.37079
10.132682,9,575.470551
19.828654,13,575.592623
-14.069176,69,576.082936
-36.325697,94,576.792411
-17.92251,75,577.293153
-106.239274,147,578.277446
9.920874,11,578.376866
-11.727991,68,578.974184
-26.968998,85,579.770144
20.192631,9,579.898558
-343.39761,250,582.282198
-19.755307,79,582.969891
10.215304,8,583.078825
10.101198,10,583.201308
9.067482,20,583.423206
8.331209,24,587.284934
4.291467,36,587.551799
6.30177,30,587.769311
-4.917412,55,588.137366
-12.339556,67,588.601747
-19.653225,76,589.257455
18.130204,24,589.495292
5.879071,31,589.787871
-11.599933,79,590.424276
9.264531,19,590.630671
7.29436,29,590.942136
6.176312,30,591.204826
10.243662,7,591.301353
-13.367424,68,591.899964
-9.312676,62,592.417297
-344.704273,250,592.237365
-50.105108,107,593.129397
10.15826,6,593.203216
-0.281613,47,593.544225
9.977985,10,593.644827
9.703528,15,593.811882
10.171283,5,593.889897
-53.048796,110,594.64224
-345.230562,250,596.335764
-32.648097,101,597.266286
-19.485086,76,597.989543
10.017171,12,598.144088
15.903489,34,598.524117
9.886009,13,598.686391
-7.795822,60,599.35149
10.145465,9,599.480943
13.075223,39,599.950111
-10.385905,64,600.704247
-21.833391,79,601.497756
-18.156994,74,602.170811
5.468545,35,602.491979
-4.277342,54,608.421395
-0.567172,47,608.836581
10.107805,11,608.981878
9.236049,18,609.119964
10.151858,10,609.260187
8.985622,49,609.699388
-26.852362,85,610.436942
5.339537,34,610.745207
1.826165,42,611.139996
9.069131,19,611.325971
-10.808251,65,611.926807
6.876316,29,612.212528
-138.146499,165,613.596222
8.582963,21,613.830001
-76.860035,128,614.778263
9.567629,15,614.920152
9.819178,14,615.048454
8.391009,24,615.231373
6.305323,32,615.51061
8.685194,23,615.713948
10.254267,7,615.799807
1.633347,43,616.092231
-7.437853,60,616.486792
7.80172,27,616.699592
8.674491,22,616.858704
6.50025,29,617.065376
1.939882,42,617.408034
9.069058,20,617.55716
9.684341,14,617.678845
-2.548584,51,618.110132
6.998924,28,618.334304
15.739562,33,618.658337
8.484397,22,618.89801
-78.239529,129,620.10861
2.683278,40,620.588949
10.201437,7,620.693681
10.171283,5,620.782394
-283.281056,231,623.379771
5.019504,35,621.534149
-9.287709,63,622.239846
-4.693299,55,622.818447
6.265653,30,623.10837
-69.122566,129,624.088784
-9.925735,63,624.556035
19.223088,19,630.003683
-2.482048,51,630.474658
4.329601,36,630.834156
-344.100795,250,633.117668
5.043658,34,633.458091
8.442781,22,633.723409
-1.093474,48,634.166511
10.03998,10,634.278581
9.445424,15,634.453019
-14.840678,70,635.090268
8.133508,25,635.295579
6.275656,30,635.506524
8.114305,50,635.848537
-10.167533,64,636.323703
10.171283,5,636.383205
8.61674,23,636.55162
9.906745,15,636.672398
-12.026508,66,637.177436
3.081262,40,637.478334
-14.05601,69,638.055123
5.859373,31,638.272095
9.181469,20,638.460296
9.980169,11,638.566405
-344.316153,250,640.649442
-2.574643,51,641.245394
10.243662,7,641.35586
10.071782,10,641.493447
2.691161,40,641.966471
-7.934681,60,642.652915
4.915808,35,643.069957
7.746216,25,643.375709
10.148931,6,643.476094
9.467567,16,643.687387
10.423404,45,644.218884
5.180346,34,644.649123
5.962824,32,645.056176
-4.020243,54,645.641599
9.740589,14,645.804118
-13.893597,69,646.393047
-27.904402,86,647.020317
9.184706,20,647.207072
2.958633,39,647.490508
10.199669,6,647.561052
1.5096,44,647.850112
-291.191595,234,653.152374
10.143874,9,653.283299
5.600584,32,653.590067
-0.52549,47,654.083171
18.864185,20,654.342407
10.169843,8,654.456702
6.196077,31,654.793102
10.147506,9,654.898445
4.751741,36,655.252865
8.924025,19,655.486607
7.750595,26,655.679525
10.290635,8,655.775571
-1.608178,49,656.13014
-0.663761,64,656.632734
4.010489,37,656.890925
9.268688,19,657.094705
7.856781,25,657.279112
-9.811894,63,657.714293
7.665132,25,657.959228
4.005514,37,658.221968
8.924459,19,658.3799
11.762757,42,658.703407
8.070259,24,658.915643
2.620882,40,659.215557
-13.503079,68,659.707526
-9.167765,62,660.188265
5.161093,35,660.625588
-7.323543,60,661.310853
6.827114,28,661.661963
9.675297,16,661.865248
9.244834,19,662.09747
6.083679,32,662.459191
10.155463,5,662.539799
1.788086,43,663.023582
-61.734161,116,664.302589
20.0053,12,664.458538
10.037625,12,664.63134
-13.868586,70,665.405648
9.568274,14,665.584193
8.479383,21,665.841736
-1.285165,49,666.426018
9.883061,13,666.539706
7.047064,27,666.742584
17.767325,27,666.951745
18.336029,23,667.173388
10.045759,10,667.274826
-0.021645,63,667.72893
4.069087,37,668.038455
7.46145,28,668.251947
8.31127,25,668.475078
2.888651,60,668.915376
0.474704,45,669.264243
9.132364,19,669.435874
5.713829,32,669.722486
-12.70771,68,670.227797
3.219371,40,670.519945
9.197194,18,670.68097
10.086029,10,670.773179
7.742276,26,670.978817
9.32523,17,677.157107
9.446761,16,677.318609
10.220466,8,677.406945
0.967182,44,677.817969
17.461944,27,678.060032
2.657804,41,678.341446
4.739953,35,678.574934
7.582125,26,678.812992
2.547563,41,679.159698
10.133326,5,679.253418
