#{"t_start": 1772065486.695123, "env_id": "None"}
r,l,t
-502.3,300,2.738833
10.232688,6,2.798981
-267.769068,224,4.183609
-502.297516,300,5.848309
-103.391636,145,6.615829
-501.650801,300,8.298164
-502.3,300,9.896791
-500.843684,300,11.608526
-502.177818,300,15.177716
4.948414,35,15.459299
-1596.978153,300,17.575131
-7820.708648,300,20.149896
10.186067,7,20.216464
-3982.150118,300,22.129104
-348.336666,254,23.701558
-501.569269,300,25.613096
-502.3,300,28.150074
-3860.5986,300,31.026875
-2195.952209,300,32.806772
-501.638143,300,34.625337
-4611.848919,300,36.394527
-1250.632837,300,38.457413
-1521.796481,300,40.030444
-801.21728,300,41.612844
-502.016081,300,43.392476
-500.767568,300,45.011471
-501.362938,300,47.059652
-501.474907,300,48.658957
-501.48528,300,50.265283
-501.938288,300,52.434571
-500.558621,300,54.306403
-2377.280444,300,56.461685
-502.030361,300,58.043789
-502.3,300,59.944223
-501.042797,300,61.968806
-502.3,300,63.625899
-502.288197,300,64.26781
-681.610501,300,66.448575
-502.3,300,68.005907
-502.3,300,70.152038
-502.3,300,71.940471
-502.3,300,73.687288
-1087.29084,300,75.756067
-502.3,300,77.985314
-502.29786,300,80.404032
-502.289853,300,81.920179
-502.3,300,83.422363
-502.024277,300,84.867745
-502.3,300,86.402839
-502.3,300,87.881883
-502.3,300,89.441768
-502.3,300,91.991681
-502.3,300,94.033878
-502.3,300,94.26606
-501.587253,300,95.872181
-502.3,300,97.403365
-502.147944,300,99.110115
-501.543733,300,100.622619
-502.3,300,103.344534
-502.299462,300,105.242208
-502.3,300,107.208376
-502.3,300,108.669408
-502.3,300,110.168138
-500.101287,300,111.719191
-502.3,300,113.21597
7.900947,25,113.365462
-502.3,300,116.504367
-502.3,300,118.017113
-502.3,300,119.981598
-502.285553,300,122.029578
-502.3,300,123.76219
-502.3,300,125.674655
-502.3,300,129.921912
-502.3,300,131.617916
-502.3,300,133.097931
-502.3,300,135.050373
-502.3,300,137.112935
-4582.3,300,138.892453
-501.876572,300,140.3378
-502.3,300,145.958095
-502.3,300,147.535225
-502.3,300,149.459521
-502.3,300,151.433982
-502.3,300,153.086751
-502.3,300,154.536066
-502.3,300,155.966131
-502.3,300,160.061353
-502.195608,300,161.618472
-502.3,300,163.468053
-501.901455,300,165.514397
-501.874145,300,167.105114
-502.3,300,168.606761
-502.3,300,170.014313
-502.3,300,173.630597
-502.3,300,175.029548
-502.3,300,176.47378
-502.076233,300,178.34168
-502.3,300,180.426666
-502.3,300,182.084495
-502.3,300,183.564993
-502.3,300,185.523527
-502.3,300,187.027543
-502.3,300,187.07822
-502.3,300,188.561188
-501.61881,300,190.532668
-502.3,300,192.81708
-502.195476,300,194.78657
-502.3,300,197.221801
-502.3,300,198.863895
10.332505,8,198.949848
8.668345,22,199.110489
-502.3,300,200.65162
-502.289391,300,202.160559
-502.293237,300,203.68236
-501.542706,300,205.368779
-4867.3,300,209.022811
-374.061297,263,211.333145
-502.04861,300,213.103012
-500.881024,300,214.601082
-271.169113,226,215.721132
-501.614562,300,217.242435
-500.685478,300,218.808262
-502.179463,300,218.95271
-502.056599,300,220.89138
-502.3,300,223.254436
-502.3,300,225.874549
-502.3,300,227.674624
-501.575905,300,229.280875
-502.29663,300,231.075909
-502.276879,300,233.050076
-502.028436,300,234.515741
-4669.238703,300,236.062224
-4881.873278,300,237.871288
-2092.308576,271,240.305899
-499.660754,300,242.510599
-500.297759,300,244.032339
-77.81403,128,244.679122
-501.139472,300,246.582777
-499.604689,300,248.203053
-4280.138097,300,248.350712
-500.887547,300,249.858611
-499.723384,300,251.801934
-4159.79023,300,254.166796
-4548.658526,300,255.814431
-388.35276,268,257.503798
-500.860101,300,259.009301
-500.193152,300,260.561194
-500.504741,300,262.079464
-4669.892638,300,263.657555
-498.802076,300,265.42034
-500.758236,300,267.520171
-500.088818,300,269.792503
-500.472285,300,271.403837
-500.149934,300,273.01277
-500.061008,300,274.484623
-499.830007,300,275.971964
-500.308685,300,277.814617
-499.709254,300,280.771514
-497.517839,300,282.797979
-500.276076,300,284.559568
-500.368347,300,287.053904
-500.223998,300,289.057167
-500.188188,300,290.999726
-500.234393,300,292.951603
-545.384409,300,299.355139
-500.126836,300,301.567439
-500.165236,300,303.280582
-500.011723,300,304.924856
-500.108161,300,306.518018
-499.579188,300,308.136975
-500.255505,300,309.619742
-500.159632,300,314.430594
-500.098485,300,316.532523
-497.861894,300,318.068265
-500.106517,300,319.675739
-499.849744,300,321.175507
-500.236794,300,322.760473
-499.80953,300,324.252674
-500.580671,300,330.827733
-500.095318,300,332.898356
-499.791451,300,334.439279
-497.790564,300,335.940753
-499.966989,300,337.44189
-500.539578,300,339.021301
-499.774026,300,340.621761
-499.806791,300,346.253091
-500.342907,300,347.893451
-499.837628,300,349.469097
-499.737977,300,351.005561
-500.311403,300,352.841569
-499.98028,300,354.50624
-3.783783,54,354.875207
-500.033057,300,357.004689
-3965.655722,300,358.518896
-499.23878,300,360.498746
-37.135277,95,361.145546
-500.056567,300,363.025936
9.005538,19,363.148652
-1055.120374,300,364.740541
-1729.685392,300,366.384634
-500.483721,300,367.927913
-498.481066,300,371.980487
-3723.783557,300,372.180004
-498.82648,300,374.298497
-680.90614,300,376.495552
-499.54486,300,378.564477
-500.016145,300,380.344481
-500.525897,300,381.960633
-500.439823,300,386.194068
-501.255414,300,387.735136
-499.626939,300,389.475245
-499.65495,300,391.568203
-501.087152,300,393.888741
-500.283007,300,395.975965
-501.790394,300,398.114655
-501.247327,300,399.755455
-500.266738,300,401.275088
-499.747682,300,402.866009
-500.462495,300,402.989745
-499.158088,300,405.051121
-500.686373,300,406.973563
-2599.516289,300,413.468467
-501.568018,300,415.116535
-501.802681,300,416.670743
-499.647587,300,418.206028
-501.22095,300,420.222231
-499.450373,300,422.437656
-499.193916,300,424.427099
-500.070401,300,429.952721
-500.71382,300,431.46628
-501.000009,300,432.969725
-500.497852,300,434.477782
-500.409302,300,435.179113
-500.97348,300,437.864373
-499.764413,300,439.756324
-501.225553,300,445.499783
-501.105366,300,447.059358
-501.051597,300,448.556586
-500.223581,300,450.134505
-500.611312,300,452.459878
-497.157327,300,454.513352
-501.844966,300,456.089171
-500.193663,300,461.768595
-500.59661,300,463.348638
-501.478103,300,464.96684
-499.065261,300,465.792325
-501.202421,300,467.684968
-3214.818129,300,469.261924
-501.081455,300,470.752196
-499.772416,300,476.537528
-502.096647,300,478.282003
-500.523204,300,480.483251
-499.224155,300,482.336668
-502.118447,300,483.861929
-500.043011,300,485.496477
-500.388615,300,491.349749
-502.286284,300,493.140654
-500.051706,300,495.463361
-501.573801,300,496.103266
-502.3,300,497.687727
-501.351577,300,499.13054
-501.57075,300,500.704758
-501.785953,300,506.565016
-500.83204,300,508.158069
-502.117844,300,510.151966
-499.884556,300,512.323986
-500.00092,300,513.847555
-501.283066,300,515.360385
-499.526758,300,516.897058
-502.3,300,522.94142
-502.3,300,524.459403
-501.401421,300,526.498584
-501.900992,300,527.069606
-501.715482,300,528.597693
-4612.295343,300,530.201305
-502.155685,300,532.252659
-502.3,300,538.725056
-500.543646,300,540.594816
-502.3,300,542.724287
-502.3,300,544.550814
-501.637834,300,546.258987
-502.193447,300,548.055205
-500.480904,300,549.737971
-501.64306,300,553.541547
-500.164759,300,555.038881
-497.490931,300,557.018372
-501.664054,300,557.802046
-500.423925,300,559.430015
-500.454177,300,561.21094
-500.129311,300,563.294738
-502.3,300,566.734238
-502.298127,300,568.288733
-502.3,300,569.787463
-497.118435,300,571.720461
-502.170673,300,573.730677
-502.3,300,575.291959
-501.188976,300,577.844112
-499.918952,300,579.841847
-500.919069,300,581.358752
-500.781102,300,582.927808
-501.540681,300,584.433304
-501.38456,300,585.908343
-501.602698,300,587.798997
-501.113327,300,593.253127
-500.168949,300,595.258788
-499.380545,300,596.880369
-501.524546,300,598.534392
-3679.11352,300,600.267336
-501.003141,300,601.816875
-500.787031,300,603.900601
-501.443606,300,607.759185
-500.986919,300,609.446492
-498.750083,300,610.952779
-500.31896,300,612.423738
-500.689635,300,614.098156
-500.862494,300,615.592747
-501.717887,300,617.274869
-500.451654,300,621.2766
-499.985001,300,622.900883
-500.422385,300,624.489135
-500.403283,300,626.038784
-500.704244,300,627.561779
-500.648402,300,629.557289
-81.252613,131,630.588208
-501.635532,300,636.352292
-2076.335748,300,637.900759
-4941.180038,300,639.362055
-53.446686,109,639.937117
8.166892,24,640.084879
-501.090546,300,641.607085
-620.117549,300,643.455942
-500.949333,300,645.574248
-501.451747,300,647.557048
-501.277561,300,649.832739
-155.023261,174,649.327896
-501.105247,300,650.946458
-2000.829793,300,652.644878
-500.731191,300,654.483526
-980.46642,300,656.700071
-500.467928,300,658.5014
-500.789911,300,664.773052
-501.336285,300,666.305616
-500.675754,300,667.82469
-500.426031,300,669.397141
-501.004075,300,671.187431
-498.806239,300,672.789855
-500.698875,300,674.345232
-501.325587,300,679.794179
-501.460406,300,681.322134
-4460.936571,300,681.550131
-501.414472,300,683.05571
-501.341048,300,685.167696
-501.702022,300,687.254467
-500.581304,300,688.835032
-500.023366,300,694.750116
-500.79216,300,696.708458
-501.028992,300,698.266162
-4461.325456,300,699.860429
-500.596344,300,701.903161
-500.784973,300,703.868625
