#{"t_start": 1772046001.6199486, "env_id": "None"}
r,l,t
-344.25,250,4.122135
10.036977,15,4.223648
-343.265577,250,5.65089
-344.25,250,7.266773
-343.2,250,9.055082
-278.663705,230,10.603214
-344.17318,250,11.948935
-343.495031,250,13.454628
-343.056833,250,15.270342
-341.639574,250,16.149549
-340.050834,250,17.44049
-341.35,250,18.973516
-340.259336,250,20.509239
-65.239258,121,21.255368
-339.134829,250,23.08386
-341.5,250,24.597551
3.42101,42,24.843437
-341.45,250,26.191873
-226.079222,209,27.878246
-201.959879,200,29.388607
-334.69119,250,31.262635
-338.490783,250,32.89155
-335.188169,250,34.299913
-338.25,250,35.787429
-334.050176,250,37.295948
-333.997497,250,38.739883
-334.189595,250,40.077005
3.316233,42,40.309964
-18.077139,78,41.020113
-334.489238,250,42.46384
-336.665782,250,43.881235
-333.749888,250,45.627647
-336.271267,250,45.855181
-6.398536,63,46.432998
-334.235008,250,47.813953
-335.647434,250,49.403671
4.939558,40,49.660295
-332.437365,250,51.202967
-335.753968,250,53.061388
-333.711906,250,54.616011
-333.328871,250,56.367202
-334.350684,250,58.086979
-334.54864,250,60.125066
-333.394457,250,62.10294
-334.494812,250,64.669252
-334.409303,250,67.296306
-334.021737,250,72.231945
-335.71395,250,73.840837
-335.8,250,75.418853
-336.074718,250,75.159739
-331.657012,250,76.829976
-334.717255,250,78.69658
-334.034526,250,80.38436
-333.378294,250,82.592602
-101.05406,148,84.103227
-335.416687,250,87.187793
-334.394242,250,88.952664
-333.921516,250,90.698853
-334.659994,250,92.360909
-118.124393,158,93.435908
-334.464103,250,95.045319
-334.729254,250,96.724412
-335.424552,250,98.35877
-161.502452,181,99.540273
-334.594827,250,101.743493
-333.554985,250,104.182817
-334.11574,250,106.175864
-333.967916,250,105.976631
-334.067523,250,107.518348
-334.73947,250,109.527707
-334.186194,250,111.5656
-334.000871,250,113.082691
-333.851324,250,119.106714
-333.552134,250,120.837747
-333.532019,250,122.953364
-333.933499,250,124.881356
-333.743709,250,126.461132
-333.409095,250,128.090029
-333.736715,250,129.667445
-98.207527,146,130.588145
-333.56168,250,132.250266
-333.423405,250,138.051643
-333.459909,250,139.902077
-333.852483,250,142.119336
-26.71908,89,143.062239
-333.414361,250,145.05214
-333.252014,250,146.739801
-333.353389,250,148.274769
-178.573432,190,149.534707
-333.60808,250,151.126627
-333.48948,250,159.059899
-333.26202,250,161.092936
-333.548817,250,163.638815
-333.835047,250,165.822469
-333.677772,250,165.67409
-333.626816,250,167.318267
-334.228459,250,168.973577
-333.76867,250,170.527995
-333.833755,250,177.472783
-333.810777,250,179.467314
-333.935865,250,181.561044
-333.63184,250,183.624149
-334.260788,250,185.503123
-333.969576,250,187.211685
-334.312046,250,189.111426
-333.782556,250,191.150123
-333.834844,250,196.805324
-333.769115,250,198.999467
