#{"t_start": 1770332728.6377463, "env_id": "None"}
r,l,t
-5313.08,300,3.802574
-592.128439,300,5.353549
-502.68,300,7.104617
-7352.58,300,8.814388
-485.123471,300,10.960433
-5068.075693,300,12.552474
-7182.931524,277,15.98539
-8799.110855,298,18.071538
-8627.84504,281,19.601865
-10695.080335,300,21.363813
-665.757353,300,23.022918
-6490.084637,300,24.671694
-9058.92762,300,26.301561
-8765.3452,300,28.252037
-547.641459,300,30.399532
-312.572252,235,32.140702
-5560.41468,265,33.844469
-10741.710294,300,35.40379
-435.695636,81,35.842877
-12326.190184,300,37.469554
-17.998295,83,37.920907
-6270.105295,192,39.005729
-5775.234989,300,41.001481
-7849.098402,300,43.22663
0.342782,51,43.521221
10.18403,6,43.574645
-2317.694088,148,44.421649
-2.105256,43,44.711199
-1119.724479,164,45.678726
-686.519399,79,46.252126
-9198.019128,300,48.504192
-5268.898771,300,50.311585
-134.197035,162,51.14304
-896.811056,92,51.705305
-317.130661,267,53.195913
10.378885,9,53.269377
-2153.903028,169,54.562504
-3893.536223,191,55.503808
-4050.829227,300,57.167686
-10519.058716,300,58.851652
-992.792034,144,59.652482
-3183.146308,92,60.148122
-5638.732763,300,62.065071
-6701.688319,300,64.150278
-725.355933,300,66.151285
-338.546853,300,68.228189
-2148.798109,300,69.896356
-430.664853,300,71.643739
-183.445802,123,72.3745
-823.833987,300,74.025838
-6062.561136,300,76.193139
6.996693,26,76.341434
-5029.318232,232,77.711738
-8291.455912,300,80.023004
-7064.264518,300,82.429972
-590.824564,67,82.886894
-1769.70187,132,83.67111
10.229928,9,83.743881
-2428.867168,300,85.490662
-6683.402329,300,87.151454
-3.986865,48,87.414541
-1986.660401,142,88.22335
3.161209,34,88.443884
-2562.612749,134,89.257142
-7487.666454,300,91.054219
-27.112238,79,91.593667
-13.637282,56,92.017104
-62.872196,80,92.691709
-9397.799251,300,94.650419
-17613.668443,300,96.396968
-985.897649,132,97.136206
-416.83252,92,97.658963
