#{"t_start": 1770218926.503586, "env_id": "None"}
r,l,t
-5313.08,300,3.555784
-592.128439,300,5.429398
-502.68,300,7.38536
-7352.58,300,8.852521
-485.123471,300,10.285499
-6288.13,300,11.72998
-6710.180362,266,14.276371
-90.968048,129,14.890148
-3683.670046,300,16.491622
5.913404,28,16.635506
-2231.147303,185,17.752497
-505.631827,264,19.320158
-6407.550253,300,21.073973
-659.68,300,22.49348
-766.276254,300,23.920374
-61.460991,100,24.408511
-225.112448,180,25.431314
7.88756,29,25.630023
-66.844093,94,26.07093
-693.520915,300,27.482278
-8107.734691,300,28.805067
-8749.203959,300,30.299685
-4904.966268,300,32.148054
-2384.248576,144,33.037543
-5267.23,300,34.377943
10.137972,5,34.431695
-16.237799,61,34.764694
-810.18,300,36.217375
-4470.425854,164,36.975136
-652.455314,300,38.419785
-5433.545658,300,39.730151
8.283916,16,39.816172
-2342.392025,300,41.242631
-1434.68,300,42.680177
9.004628,13,42.768391
9.348034,13,42.871118
-2063.922731,126,43.708277
-1510.085634,63,44.116652
-1.631379,52,44.495157
-4926.049439,300,46.382179
-5722.78,300,47.69814
-585.63,300,49.042293
-4599.28,300,50.373133
-146.512657,60,50.652227
-60.29121,93,51.101232
-631.211302,300,52.50844
-9103.73,300,54.028999
-533.987793,300,55.388139
-79.78758,35,55.671856
-5506.461649,300,57.928462
3.635777,42,58.197956
-52.002694,91,58.755187
-681.33,300,60.179945
-5769.68,300,61.617023
1.608984,37,61.825682
-4074.13,300,63.215749
-5834.681342,300,64.730106
-5406.649543,300,66.13244
-511.950159,300,67.706321
-581.73,300,69.296348
-11362.63,300,71.088625
-201.710204,42,71.363531
7.734863,22,71.521124
-5599.514606,300,72.839951
-6084.53,300,74.223299
2.874023,33,74.401968
-5827.521027,300,75.759939
-16470.63,300,77.387345
9.758574,9,77.460037
-6199.03,300,78.858259
9.974522,19,78.967348
-6669.53,300,80.431415
-860.428387,300,82.052437
-6173.679755,300,84.097168
8.876026,20,84.294062
-6274.846078,300,85.726985
-773.43,300,87.125114
-835.93,300,88.691738
-8214.23,300,90.159997
-10768.904537,300,91.597079
-1.371173,41,91.801165
-5359.581346,300,93.210385
-13271.529885,300,94.651332
-939.457495,300,96.675879
-851.251618,300,98.466017
-13576.457365,300,100.083144
-964.93,300,101.542971
-935.33,300,103.009398
-920.075843,300,104.390856
-6146.978958,300,105.946983
-6834.83,300,107.338403
-882.828451,300,109.095258
-810.83,300,111.307747
-860.266234,300,113.025965
-870.800137,300,114.574861
-936.558229,300,115.962289
-778.43,300,117.504975
-940.83,300,118.954578
-784.23,300,122.351817
-181.327593,169,123.51007
-6459.720384,300,125.462052
-6623.116337,300,126.866261
-710.53,300,128.21132
-645.83,300,129.573725
-623.73,300,130.928201
-689.73,300,132.299518
-497.27997,300,134.125755
-383.015225,300,135.627135
-6382.193923,300,137.590554
-464.845626,300,139.200069
-396.23,300,140.568689
-389.745125,300,142.028097
-6053.140089,300,146.904423
-6254.63,300,148.493593
-442.029527,300,149.992505
-447.93,300,151.936446
-6229.53,300,153.743771
-318.03,300,155.112501
-250.13,300,156.669846
-6273.554881,300,158.944644
-180.33,300,160.324935
-159.915754,300,161.722608
-159.23,300,163.075511
-282.12233,300,164.957801
-202.004772,300,166.750227
10.13604,6,166.797688
-5467.613532,300,168.186591
-213.23,300,171.106633
-349.03,300,172.481962
-532.23,300,174.038685
-423.83,300,175.519842
-417.53,300,177.045566
-407.121031,300,178.859295
-360.834989,300,180.581549
-393.591658,300,182.531657
-256.73,300,183.940272
-267.83,300,185.321996
10.71538,22,185.439285
