#{"t_start": 1769773953.36905, "env_id": "None"}
r,l,t
-342.928561,250,5.462051
-343.253445,250,6.81867
-342.486783,250,8.500622
-344.2,250,10.006018
4.391787,40,10.247947
-343.8,250,11.481458
-211.639007,202,12.493152
-343.95,250,13.709058
-288.883531,235,15.009066
-342.905255,250,21.806631
-341.719797,250,23.3276
-342.495451,250,24.585356
-343.55,250,25.913856
-343.196028,250,27.313568
-4.601373,60,27.677114
-343.102001,250,29.000858
2.959561,41,29.251964
7.268608,29,29.454169
-77.840907,131,30.163835
-343.395985,250,31.562202
-17.656072,75,32.080698
-343.2,250,40.748986
-343.019627,250,42.019447
-340.928258,250,43.40977
-326.732272,248,44.689705
-116.834837,154,45.518431
-342.091506,250,46.891707
-342.347829,250,48.216099
10.239429,11,48.293423
-341.412292,250,49.52773
-342.845091,250,51.77926
-342.25,250,53.139878
-342.55,250,54.612926
-339.679118,250,56.005332
-341.309129,250,57.337627
-340.508551,250,58.614203
-341.562111,250,59.994386
-342.79998,250,61.536836
-341.901299,250,64.707888
-340.813555,250,66.060647
-340.63515,250,67.372839
-338.342212,250,68.733344
-339.611876,250,71.882155
-339.898843,250,73.148393
-340.174759,250,74.455083
-338.586808,250,75.759384
-339.040494,250,77.260549
-342.3,250,79.695944
-340.400385,250,81.027854
-340.945607,250,82.345068
-342.25,250,84.15949
-341.289609,250,85.889218
-340.057744,250,87.230037
-341.851083,250,88.514672
-342.1,250,89.84216
-343.398752,250,92.157008
-342.04487,250,94.01943
-342.827268,250,95.746915
-343.362221,250,97.119866
-343.116499,250,98.593828
-343.2,250,100.251371
-341.698547,250,101.51767
-343.41275,250,102.93171
-344.139458,250,107.43447
-344.174575,250,108.742874
-342.571702,250,110.3233
-344.6,250,112.010538
-344.3,250,113.341125
-343.688779,250,114.604727
-344.5,250,115.932748
-344.05,250,117.317841
-344.491941,250,118.890359
-214.425698,204,120.117333
-343.650676,250,121.498148
-345.45,250,122.769979
-338.358892,250,124.104143
-339.350436,250,125.424971
-342.871507,250,126.760031
-345.6,250,128.235422
-341.58012,250,130.064409
-340.347201,250,131.808322
-345.151223,250,133.301794
-341.88166,250,134.716588
-340.396639,250,136.018064
-341.313683,250,137.658374
-340.494512,250,141.144695
-341.829222,250,142.625904
-345.028173,250,143.919492
-339.560424,250,148.749952
-340.080502,250,150.11033
-339.355112,250,151.440703
-338.836707,250,152.69116
-340.275561,250,153.975829
-343.911738,250,155.648579
-341.061161,250,157.226403
-339.975929,250,158.694216
-337.339356,250,160.553762
-337.453735,250,161.896015
-339.576535,250,163.151034
-340.03083,250,164.509571
-336.659349,250,165.789893
-338.984612,250,167.142715
-339.921274,250,168.364201
-339.783602,250,169.813344
-338.071062,250,174.753542
-337.872405,250,176.140443
-337.715838,250,177.637934
-338.261705,250,179.005606
-338.16114,250,180.28892
-338.32869,250,181.562739
-337.385622,250,182.8498
-336.756769,250,184.165664
-338.310412,250,185.809195
-339.198951,250,187.469618
-338.639702,250,189.105836
-339.944533,250,190.547751
-338.989069,250,191.856455
-340.016116,250,193.272756
-339.299847,250,194.535611
-339.661503,250,195.847802
-339.531171,250,197.402583
-342.375226,250,198.723094
-341.637724,250,199.974502
-342.173176,250,201.86683
-341.307664,250,204.20974
-341.263586,250,206.130009
-341.548164,250,209.48521
-342.123655,250,210.944314
-340.384742,250,212.333132
-340.595304,250,216.646137
-340.965092,250,217.808151
-340.09203,250,219.085516
-341.143164,250,220.781964
